FrozenTrial(number=0, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 13, 34, 35, 914369), datetime_complete=datetime.datetime(2024, 3, 17, 13, 53, 28, 763972), params={'lr': 0.01050068658160595, 'tblr': 0.018298216943603552, 'tbwd': 7.638477421192094e-05, 'tpwd': 9.990252651180576e-05, 'lw': 0.696512110604119, 'layer_num': 64, 'dropout': 0.11296517684105094}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=0, value=None)
FrozenTrial(number=26, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 19, 15, 35, 379101), datetime_complete=datetime.datetime(2024, 3, 17, 19, 34, 24, 990683), params={'lr': 0.005983166989778472, 'tblr': 0.007378170775266989, 'tbwd': 7.27337667403572e-05, 'tpwd': 9.256944494570272e-05, 'lw': 0.3480700916008015, 'layer_num': 64, 'dropout': 0.23782692894408147}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=26, value=None)
FrozenTrial(number=27, state=TrialState.COMPLETE, values=[0.934], datetime_start=datetime.datetime(2024, 3, 17, 19, 34, 24, 992508), datetime_complete=datetime.datetime(2024, 3, 17, 19, 44, 48, 466937), params={'lr': 0.001107808005289631, 'tblr': 0.015793561607639565, 'tbwd': 5.151165813326755e-05, 'tpwd': 6.478128687492756e-05, 'lw': 0.5084306930940178, 'layer_num': 32, 'dropout': 0.6748016640358854}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=27, value=None)
FrozenTrial(number=28, state=TrialState.COMPLETE, values=[0.924], datetime_start=datetime.datetime(2024, 3, 17, 19, 44, 48, 468732), datetime_complete=datetime.datetime(2024, 3, 17, 19, 47, 7, 686792), params={'lr': 0.0038969415913109014, 'tblr': 0.022915071618125168, 'tbwd': 9.086528342064988e-05, 'tpwd': 2.456951673438287e-05, 'lw': 0.14448168054090538, 'layer_num': 2, 'dropout': 0.3478346446106798}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=28, value=None)
FrozenTrial(number=29, state=TrialState.COMPLETE, values=[0.9430000000000001], datetime_start=datetime.datetime(2024, 3, 17, 19, 47, 7, 688361), datetime_complete=datetime.datetime(2024, 3, 17, 19, 50, 52, 935723), params={'lr': 0.02048740199213866, 'tblr': 0.03630836624115952, 'tbwd': 2.883900870670387e-05, 'tpwd': 4.894412510425595e-05, 'lw': 0.6135107137653588, 'layer_num': 16, 'dropout': 0.12711370709130854}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=29, value=None)
FrozenTrial(number=30, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 19, 50, 52, 937246), datetime_complete=datetime.datetime(2024, 3, 17, 20, 7, 34, 530729), params={'lr': 0.010567350785907426, 'tblr': 0.012183050328309018, 'tbwd': 1.178933245708666e-06, 'tpwd': 9.124802725444075e-05, 'lw': 0.11774770309126328, 'layer_num': 64, 'dropout': 0.16929740002560117}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=30, value=None)
FrozenTrial(number=31, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 20, 7, 34, 532584), datetime_complete=datetime.datetime(2024, 3, 17, 20, 26, 57, 575110), params={'lr': 0.0043802612716136585, 'tblr': 0.020346020398010558, 'tbwd': 3.967799283680331e-05, 'tpwd': 5.961940427332302e-05, 'lw': 0.3069402489914431, 'layer_num': 64, 'dropout': 0.6911837798928216}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=31, value=None)
FrozenTrial(number=32, state=TrialState.COMPLETE, values=[0.9510000000000001], datetime_start=datetime.datetime(2024, 3, 17, 20, 26, 57, 576669), datetime_complete=datetime.datetime(2024, 3, 17, 20, 45, 5, 963081), params={'lr': 0.004995721815531014, 'tblr': 0.026053004344813797, 'tbwd': 6.255311993636312e-05, 'tpwd': 7.296721245729256e-05, 'lw': 0.2364851778418454, 'layer_num': 64, 'dropout': 0.6482537512836899}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=32, value=None)
FrozenTrial(number=33, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 20, 45, 5, 964295), datetime_complete=datetime.datetime(2024, 3, 17, 21, 3, 27, 628758), params={'lr': 0.002286313532246041, 'tblr': 0.039987861867406944, 'tbwd': 4.718212843747253e-05, 'tpwd': 8.073504213442165e-05, 'lw': 0.3843018376915127, 'layer_num': 64, 'dropout': 0.723068359309805}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=33, value=None)
FrozenTrial(number=34, state=TrialState.COMPLETE, values=[0.937], datetime_start=datetime.datetime(2024, 3, 17, 21, 3, 27, 630302), datetime_complete=datetime.datetime(2024, 3, 17, 21, 9, 29, 496018), params={'lr': 0.0034503158405357367, 'tblr': 0.016773415622893324, 'tbwd': 2.2696591367647706e-05, 'tpwd': 6.869144002625766e-05, 'lw': 0.4295698477208507, 'layer_num': 16, 'dropout': 0.7870741287350235}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=34, value=None)
FrozenTrial(number=35, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 17, 21, 9, 29, 497730), datetime_complete=datetime.datetime(2024, 3, 17, 21, 28, 5, 915163), params={'lr': 0.0015397865638096821, 'tblr': 0.014091836038245242, 'tbwd': 6.923460901284965e-05, 'tpwd': 5.4856979113383555e-05, 'lw': 0.327434761743855, 'layer_num': 64, 'dropout': 0.5144329559464296}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=35, value=None)
FrozenTrial(number=36, state=TrialState.COMPLETE, values=[0.917], datetime_start=datetime.datetime(2024, 3, 17, 21, 28, 5, 916715), datetime_complete=datetime.datetime(2024, 3, 17, 21, 30, 17, 78825), params={'lr': 0.007556205225568398, 'tblr': 0.005398223525970743, 'tbwd': 3.800816656047259e-05, 'tpwd': 6.313547798394272e-05, 'lw': 0.2692383275366032, 'layer_num': 2, 'dropout': 0.5554321871311477}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=36, value=None)
FrozenTrial(number=37, state=TrialState.COMPLETE, values=[0.932], datetime_start=datetime.datetime(2024, 3, 17, 21, 30, 17, 80339), datetime_complete=datetime.datetime(2024, 3, 17, 21, 36, 18, 23624), params={'lr': 0.0020618489399762733, 'tblr': 0.008651222830283115, 'tbwd': 6.230198502121619e-05, 'tpwd': 7.928806374504871e-05, 'lw': 0.4526183215928033, 'layer_num': 16, 'dropout': 0.7342735118429107}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=37, value=None)
FrozenTrial(number=38, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 21, 36, 18, 24980), datetime_complete=datetime.datetime(2024, 3, 17, 21, 54, 45, 893585), params={'lr': 0.0031706592300629927, 'tblr': 0.02050940035582094, 'tbwd': 4.6711856112867684e-05, 'tpwd': 4.413018890657276e-05, 'lw': 0.2964926079499235, 'layer_num': 64, 'dropout': 0.630822093812492}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=38, value=None)
FrozenTrial(number=39, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 17, 21, 54, 45, 895070), datetime_complete=datetime.datetime(2024, 3, 17, 22, 13, 37, 82826), params={'lr': 0.005221867514473092, 'tblr': 0.029700955253347795, 'tbwd': 5.15533649387261e-05, 'tpwd': 7.041328491692805e-05, 'lw': 0.3925881404554414, 'layer_num': 64, 'dropout': 0.4148275181261872}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=39, value=None)
FrozenTrial(number=40, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 17, 22, 13, 37, 84395), datetime_complete=datetime.datetime(2024, 3, 17, 22, 23, 51, 47203), params={'lr': 0.013361569050068965, 'tblr': 0.006064335918846923, 'tbwd': 7.732843689409729e-05, 'tpwd': 8.428609638721089e-05, 'lw': 0.1933226892551781, 'layer_num': 32, 'dropout': 0.7975166230283213}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=40, value=None)
FrozenTrial(number=41, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 22, 23, 51, 49061), datetime_complete=datetime.datetime(2024, 3, 17, 22, 36, 37, 264964), params={'lr': 0.041638195030976204, 'tblr': 0.016219466589186375, 'tbwd': 1.7068325946649852e-05, 'tpwd': 3.043458078703506e-05, 'lw': 0.2546592095453789, 'layer_num': 64, 'dropout': 0.26841944207594615}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=41, value=None)
FrozenTrial(number=42, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 22, 36, 37, 266827), datetime_complete=datetime.datetime(2024, 3, 17, 22, 49, 31, 23213), params={'lr': 0.047022442673490324, 'tblr': 0.04536382479811942, 'tbwd': 5.956393975310086e-06, 'tpwd': 3.409301114109377e-05, 'lw': 0.3358519772900559, 'layer_num': 64, 'dropout': 0.3169180856020406}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=42, value=None)
FrozenTrial(number=43, state=TrialState.COMPLETE, values=[0.9490000000000001], datetime_start=datetime.datetime(2024, 3, 17, 22, 49, 31, 24812), datetime_complete=datetime.datetime(2024, 3, 17, 23, 9, 1, 670956), params={'lr': 0.003803476246252115, 'tblr': 0.022227897008940022, 'tbwd': 8.691494047903005e-05, 'tpwd': 1.2531024578087015e-05, 'lw': 0.27902398130402706, 'layer_num': 64, 'dropout': 0.41834417991550343}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=43, value=None)
FrozenTrial(number=44, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 23, 9, 1, 672721), datetime_complete=datetime.datetime(2024, 3, 17, 23, 22, 57, 566278), params={'lr': 0.018767165390576438, 'tblr': 0.01068234288859101, 'tbwd': 3.486682801337028e-05, 'tpwd': 2.6635125610066803e-05, 'lw': 0.36181686667219354, 'layer_num': 64, 'dropout': 0.33062851041280467}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=44, value=None)
FrozenTrial(number=45, state=TrialState.COMPLETE, values=[0.9520000000000001], datetime_start=datetime.datetime(2024, 3, 17, 23, 22, 57, 567987), datetime_complete=datetime.datetime(2024, 3, 17, 23, 36, 49, 917424), params={'lr': 0.035418896395968055, 'tblr': 0.017698621410176116, 'tbwd': 1.73262450145356e-05, 'tpwd': 4.459179519521923e-05, 'lw': 0.23268054756906492, 'layer_num': 64, 'dropout': 0.3765763276190901}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=45, value=None)
FrozenTrial(number=46, state=TrialState.COMPLETE, values=[0.919], datetime_start=datetime.datetime(2024, 3, 17, 23, 36, 49, 919303), datetime_complete=datetime.datetime(2024, 3, 17, 23, 38, 21, 634225), params={'lr': 0.028265376664904793, 'tblr': 0.025773975654091407, 'tbwd': 2.1353072509730974e-05, 'tpwd': 4.5849913820760836e-05, 'lw': 0.6389956051133092, 'layer_num': 2, 'dropout': 0.4876951449913919}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=46, value=None)
FrozenTrial(number=47, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 17, 23, 38, 21, 635839), datetime_complete=datetime.datetime(2024, 3, 17, 23, 52, 57, 984808), params={'lr': 0.034129593301622074, 'tblr': 0.014327151956895235, 'tbwd': 7.142892535360758e-05, 'tpwd': 5.781828183023428e-05, 'lw': 0.5458425515407344, 'layer_num': 64, 'dropout': 0.5634683926570169}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=47, value=None)
FrozenTrial(number=48, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 17, 23, 52, 57, 986694), datetime_complete=datetime.datetime(2024, 3, 17, 23, 59, 0, 215375), params={'lr': 0.006696226090387771, 'tblr': 0.0020071410409327134, 'tbwd': 6.211365092653336e-05, 'tpwd': 5.290098665040177e-05, 'lw': 0.2295198617427194, 'layer_num': 16, 'dropout': 0.38649081682497366}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=48, value=None)
FrozenTrial(number=49, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 17, 23, 59, 0, 217010), datetime_complete=datetime.datetime(2024, 3, 18, 0, 17, 6, 740327), params={'lr': 0.002718893990836357, 'tblr': 0.01802595984891627, 'tbwd': 8.204491945836901e-05, 'tpwd': 3.7210843553739445e-05, 'lw': 0.19352579277185955, 'layer_num': 64, 'dropout': 0.7069564355675139}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=49, value=None)
FrozenTrial(number=50, state=TrialState.COMPLETE, values=[0.9470000000000001], datetime_start=datetime.datetime(2024, 3, 18, 0, 17, 6, 742186), datetime_complete=datetime.datetime(2024, 3, 18, 0, 26, 32, 42616), params={'lr': 0.015485580180997974, 'tblr': 0.009053393062472027, 'tbwd': 5.412637948352648e-05, 'tpwd': 9.532632766595745e-05, 'lw': 0.699142922903834, 'layer_num': 32, 'dropout': 0.7580416682148056}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=50, value=None)
FrozenTrial(number=51, state=TrialState.COMPLETE, values=[0.9500000000000001], datetime_start=datetime.datetime(2024, 3, 18, 0, 26, 32, 44423), datetime_complete=datetime.datetime(2024, 3, 18, 0, 39, 32, 890897), params={'lr': 0.039653912523659886, 'tblr': 0.018529242221307075, 'tbwd': 3.766561435673146e-06, 'tpwd': 3.230393896779293e-05, 'lw': 0.29849722550846697, 'layer_num': 64, 'dropout': 0.3683883170070186}, user_attrs={}, system_attrs={}, intermediate_values={}, distributions={'lr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tblr': FloatDistribution(high=0.05, log=True, low=0.001, step=None), 'tbwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'tpwd': FloatDistribution(high=0.0001, log=False, low=1e-06, step=None), 'lw': FloatDistribution(high=0.7, log=False, low=0.01, step=None), 'layer_num': CategoricalDistribution(choices=(2, 16, 32, 64)), 'dropout': FloatDistribution(high=0.8, log=False, low=0.1, step=None)}, trial_id=51, value=None)
